Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,id,Composer,Artist,Licensed,Album_type,official_video
7,0.195112,,-8.421,0.0644,0.021952,1.36e-06,0.000700227,0.711,118.014,135477.0,1962909.0,3871.0,20283174.0,11700,8,23.0,1,2.0,1
5,0.046889844,2.0,-25.164,0.0446,0.976191488,0.945,0.001092727,0.197,,215500.0,27310.0,1386.0,118991809.0,11701,6,22.0,1,2.0,1
0,2.8e-06,0.0,-23.72,0.0398,0.781229961,0.919,0.001124864,0.0387,,208562.0,5888034.0,156805.0,64263301.0,11702,6,80.0,1,2.0,1
0,0.044883224,1.0,-22.923,0.0426,0.621961163,0.636,0.000290118,0.116,83.68,254000.0,27310.0,1386.0,73561203.0,11703,10,80.0,0,2.0,1
4,4.29e-05,9.0,-25.836,0.0432,0.988047936,0.939,0.000582183,0.185430314,147.712,,3650617.0,105153.0,55009250.0,11704,2,39.0,1,2.0,1
0,5.32e-08,3.0,-41.766,0.0379,0.979146657,0.382,0.000463685,0.0376,147.148,65000.0,2062830.0,42929.0,45523766.0,11705,10,90.0,1,2.0,0
1,2.34e-05,0.0,-18.88268909,,0.887503681,0.0102,0.000209585,0.0764,110.908,281500.0,9345696.0,315318.0,41576449.0,11706,10,93.0,1,2.0,1
6,0.044610044,,-22.499,0.0873,0.976191488,0.711,0.001124864,0.342,117.793,68500.0,77671334.49,45952.0,33025444.0,11707,7,58.0,1,2.0,1
2,0.094818816,4.0,-13.393,0.0623,0.284794455,0.915,0.000901429,0.542,167.999,310000.0,77671293.74,602.0,21836322.0,11708,5,35.0,0,2.0,0
1,0.003944312,4.0,-20.962,0.0372,0.817400375,0.622,0.002628072,0.142,131.98,160000.0,2540217.0,69606.0,27874815.0,11709,2,63.0,1,2.0,1
8,0.005735339,4.0,-16.702,0.064,0.915498611,0.811,0.000321419,0.374859681,112.018,204000.0,3579767.0,96181.0,33958892.0,11710,7,38.0,1,2.0,1
7,0.368856984,5.0,-5.849,0.0292,0.062889737,0.115,0.000873723,0.965,127.975,239600.0,291517799.6,8408195.0,1393746825.0,11711,2,,0,2.0,1
7,,2.0,,0.031,,,0.021717639,,94.988,,12668179.0,283359.0,174628629.0,11712,5,74.0,1,1.0,1
5,0.401947272,6.0,-4.976,0.0292,0.001601613,,0.327082769,0.657,97.021,243147.0,4820974.0,74352.0,293298593.0,11713,2,80.0,1,2.0,0
4,0.748613312,8.0,-3.511,0.0458,4.42e-07,,,0.764,110.024,202467.0,94130780.0,699645.0,,11714,2,78.0,1,2.0,1
5,0.672221376,5.0,-4.905,0.0536,2.05e-06,0.00302,0.001295029,0.736,126.968,,34584245.0,216218.0,153520260.0,11715,10,49.0,1,2.0,1
4,0.851971392,1.0,-3.751,,6.13e-09,0.0995,0.000909853,0.79,133.004,174920.0,36887210.0,298175.0,123365142.0,11716,3,80.0,1,2.0,1
4,0.440554251,10.0,-4.727,,9.54e-08,0.00191,0.125751501,0.866,87.479,182653.0,2154277.0,33144.0,39818461.0,11717,5,79.0,1,,1
5,0.904231063,5.0,,,,0.000276,,0.725,113.017,238787.0,50917174.0,338109.0,110017338.0,11718,4,,1,2.0,1
1,0.231475544,8.0,-7.594,0.0499,0.001367631,,,0.233,178.751,,1001378.0,40239.0,32505886.0,11719,10,74.0,0,1.0,0
4,0.609800192,0.0,-5.841,0.0308,5.15e-05,2.33e-05,0.001815848,0.437,128.009,214080.0,340457.0,5845.0,,11720,8,60.0,1,2.0,0
6,0.388100533,6.0,-5.532,,9.86e-05,,,0.761,115.936,185564.0,37719365.0,240125.0,116557027.0,11721,6,23.0,1,2.0,1
6,0.551368,10.0,,0.0915,,,0.001259712,0.707,108.074,,121841879.0,565922.0,280957079.0,11722,4,58.0,1,2.0,0
8,0.458314011,,-6.638,0.123,0.000149721,0.0,0.012008989,0.886,,218476.0,729785.0,15343.0,19225736.0,11723,7,80.0,1,1.0,1
6,0.523606616,10.0,-6.188037746,0.123,0.000138992,0.0,,0.873,117.971,216771.0,26448432.0,140607.0,105376156.0,11724,4,,1,2.0,1
7,0.496793088,1.0,-6.186283476,,3.73e-07,3.38e-06,0.005268024,0.788,118.035,200016.0,20861869.0,562719.2649,140361426.0,11725,8,26.0,1,2.0,0
6,0.719323136,3.0,-6.186304671,0.0538,2.05e-06,0.859,6.03e-06,0.903,122.011,230164.0,77671338.36,47364.0,38895660.0,11726,2,20.0,1,1.0,1
7,0.614125,7.0,-5.925,,0.06435323,0.00351,,0.544121085,122.04,232745.0,724889.0,8136.0,9109354.0,11727,5,33.0,1,1.0,1
5,0.430985721,9.0,-4.868,0.0589,0.046102912,0.714,,0.756,122.017,208545.0,45858.0,772.0,,11728,2,50.0,0,1.0,1
7,0.295408296,9.0,-6.38,0.0373,0.000500566,0.000545,0.002406104,0.861,123.019,208093.0,1273937.0,10623.0,10939395.0,11729,7,2.0,1,1.0,1
5,0.002352637,1.0,-11.254,0.0352,0.731432701,0.0,0.001191016,0.122,,244973.0,79638247.0,619035.0,217999853.0,11730,5,63.0,1,2.0,1
4,0.001601613,,-10.055,0.0382,0.909853209,0.0,,0.315,,,168976060.0,1174222.0,194596933.0,11731,6,72.0,1,2.0,1
4,0.029791,2.0,-10.843,0.0447,0.498677257,0.0,0.001259712,0.48,188.155,228253.0,,,153771619.0,11732,10,68.0,1,2.0,1
5,0.028652616,10.0,-7.103,,0.620650477,0.0,0.001259712,0.0796,93.991,235307.0,339921939.0,591605.9142,,11733,6,18.0,0,2.0,1
2,0.162606943,10.0,-10.594,0.046,0.165469149,,0.006859,0.466,207.019,257091.0,89515388.0,513047.0,65528024.0,11734,6,51.0,1,,1
4,0.051478848,9.0,-8.545,0.0247,0.241804367,0.0,0.000310289,0.357,104.956,,42373339.0,153182.0,84675942.0,11735,7,,1,2.0,1
1,0.070444997,2.0,-6.381,0.0434,0.314432,0.0,,0.244,178.599,,9469010.0,177122.0,27088237.0,11736,8,63.0,1,2.0,1
8,0.162771336,,-6.216,0.0267,0.070161169,1.98e-05,0.00092401,0.539375522,108.01,197854.0,77671344.55,49461.0,,11737,0,13.0,1,2.0,1
9,0.338608873,1.0,-5.379,0.0751,0.000343,0.00393,0.002685619,0.553294982,114.027,198335.0,77748106.2,569382.0,50815703.0,11738,8,37.0,0,1.0,0
1,0.067419143,10.0,-7.445,0.0267,0.029503629,0.000961,0.001331,0.161,,285120.0,2213836289.0,13816579.0,,11739,2,72.0,1,,1
0,0.042144192,3.0,-6.142,0.0316,0.382657176,0.0,0.001728,0.0886,,246587.0,419136930.0,2309981.0,444175576.0,11740,7,11.0,0,2.0,0
3,0.001771561,10.0,-14.275,,0.316593054,1.04e-06,,0.657,115.165,82200.0,1318085.0,25237.0,58975278.0,11741,8,80.0,1,2.0,1
1,0.116930169,8.0,-6.286,0.0368,0.002299968,0.000643,0.001481544,0.253,143.808,250707.0,260602190.0,2884388.0,,11742,7,90.0,1,2.0,1
0,0.022188041,10.0,-8.131,0.0307,0.236029032,,0.001367631,0.152,138.856,,29168711.0,193056.0,99392548.0,11743,8,80.0,1,3.0,1
1,0.430368875,4.0,-7.244,0.0634,0.001331,4.89e-06,0.001092727,0.523256167,145.319,,78529876.0,489142.0,102283120.0,11744,7,,1,2.0,1
6,0.000433798,2.0,-13.588,0.0353,0.955671625,0.00991,0.001442897,0.472,106.93,167293.0,314222.0,562712.3425,9688003.0,11745,0,58.0,1,2.0,0
3,0.033386248,0.0,-12.039,0.0275,0.452984832,0.000188,,0.199,75.985,,198473.0,2353.0,35935516.0,11746,10,48.0,1,2.0,1
0,0.079567737,1.0,-14.617,0.0387,0.884736,,0.001367631,0.108,159.53,213767.0,35086.0,1114.0,1469783.0,11747,10,48.0,1,2.0,1
9,0.157005676,0.0,-10.787,0.0435,0.195153929,1.16e-05,0.001092727,0.471210653,133.962,108954.0,1617874.0,41607.0,14698512.0,11748,5,47.0,1,1.0,1
6,0.195112,4.0,-7.682,0.133,0.303464448,0.0,0.002460375,0.233,,,,,227167304.0,11749,2,63.0,0,,0
9,0.102503232,10.0,-6.895147325,0.0875,0.052313624,0.0,,0.837,116.954,,129059611.0,821353.0,132854517.0,11750,5,,1,1.0,1
4,0.131096512,2.0,-9.437,0.217,0.001481544,,,0.301,86.723,246001.0,37287915.0,562751.7988,48843290.0,11751,8,32.0,1,2.0,1
9,0.005177717,,-16.225,0.0952,0.440711081,0.0,0.002000376,0.581,109.799,221696.0,169487940.0,893862.0,70283886.0,11752,3,23.0,1,1.0,1
7,0.176558481,7.0,-6.865746337,,0.050243409,0.0,0.001520875,0.335,143.989,204973.0,114372682.0,563841.2805,70090615.0,11753,8,,0,1.0,1
5,0.153130375,9.0,-11.637,,0.351895816,1.25e-05,0.002985984,0.196,84.048,232201.0,77674008.8,186451.0,23275257.0,11754,5,,1,2.0,1
8,0.026730899,4.0,-9.104,0.0647,0.665338617,,0.000915499,0.578,,188194.0,25259483.0,251580.0,,11755,2,65.0,1,2.0,1
8,0.045118016,4.0,-8.964,0.462,0.430368875,0.0,0.001295029,0.381,83.89,198656.0,151628124.0,794482.0,47604941.0,11756,8,,1,2.0,1
7,0.340068392,9.0,-7.241,0.472,0.088716536,0.0,0.001061208,0.523301983,81.959,187733.0,40855733.0,407166.0,46885531.0,11757,2,37.0,1,1.0,1
3,0.242970624,0.0,-4.359,,0.158340421,1.03e-06,0.000573856,0.634,86.374,,19920697.0,147098.0,,11758,5,,1,1.0,1
6,0.101847563,4.0,-9.558,0.043,0.156439533,,0.001225043,0.489101436,,197733.0,2261.0,112.0,59442658.0,11759,5,,0,2.0,0
3,0.027,2.0,-7.349,0.0887,0.252435968,0.0022,0.001030301,0.0487,121.888,87093.0,187122.0,6730.0,,11760,10,,0,2.0,0
0,0.228099131,10.0,-5.71,0.0289,6.13e-12,0.867,0.002048383,0.272,170.073,,77671316.92,38076.0,46999604.0,11761,10,,1,2.0,1
5,0.322828856,,-5.198,0.0314,0.135796744,0.000188,0.002628072,0.497,,176147.0,2787571.0,80134.0,,11762,0,,0,2.0,0
5,0.030959144,9.0,-14.966,0.0479,0.887503681,0.78,,0.322,92.39,124333.0,645.0,562712.3424,14179541.0,11763,7,,0,2.0,0
7,0.347428927,10.0,-7.224,0.0314,0.001124864,0.0417,0.001295029,0.836,108.979,,534999.0,562712.3425,6812973.0,11764,2,37.0,1,,1
3,0.241804367,,-8.495,0.0275,0.221445125,0.699,0.001520875,0.301,99.024,201789.0,1185844.0,562712.3437,6372914.0,11765,0,65.0,0,2.0,0
5,0.184220009,9.0,-8.911,0.0409,0.137330081,,0.010503459,0.786,85.001,149640.0,20955.0,703.0,7905540.0,11766,4,78.0,0,2.0,0
3,0.211708736,,-5.427,0.026,0.035611289,0.469,0.001643032,0.414,98.95,156614.0,619833.0,12065.0,,11767,8,40.0,1,2.0,1
7,,10.0,-6.572290833,0.234,0.029218112,0.00276,0.005545233,0.533,,197333.0,77671561.95,86142.0,4191449.0,11768,6,67.0,0,1.0,0
7,0.097336,6.0,-6.159,0.506,0.234885113,0.0253,0.001061208,0.52,,182857.0,3895382.0,562712.3876,6309337.0,11769,2,,0,1.0,1
6,0.414356891,5.0,-5.119,0.362,0.050013392,0.0,0.034328125,0.641,169.732,229827.0,456399500.0,2236342.0,,11770,2,19.0,1,2.0,0
8,0.244140625,4.0,-6.83,0.13,0.056181887,3.35e-05,0.001953125,0.774,92.994,129333.0,78368092.29,1191776.0,288007376.0,11771,2,,1,2.0,1
6,0.398688256,0.0,-5.77,0.149,0.003241792,0.0,0.000248858,0.671,167.886,211243.0,,,41431094.0,11772,8,54.0,0,1.0,0
9,0.168196608,,-6.428,0.131,0.000627222,,0.022188041,0.867,79.998,,426762130.0,1379848.0,91247866.0,11773,5,56.0,1,2.0,1
9,0.483736625,0.0,-3.964,0.0962,3.79e-05,2.35e-05,0.010360232,0.613,109.975,174998.0,1548053.0,26176.0,1281984.0,11774,5,69.0,1,1.0,0
9,0.350402625,9.0,-4.994,0.097,3.46e-05,9.54e-06,0.168196608,0.746,98.999,234857.0,5240368.0,21072.0,1173175.0,11775,0,5.0,1,1.0,1
8,0.398688256,10.0,-6.007,0.145,0.137388096,0.0,0.080062991,0.639,,,9449072.0,99748.0,,11776,2,,0,2.0,0
5,0.423564751,5.0,-6.337104017,0.409,0.011697083,0.0,0.000601212,0.734,169.933,,19493587.0,118944.0,21004165.0,11777,10,71.0,0,2.0,0
9,,9.0,-6.187785899,0.083,0.000119095,0.0,0.000166375,0.432,102.003,,46918355.0,418086.0,130206023.0,11778,0,82.0,0,1.0,1
9,0.288804781,7.0,-5.224,0.0499,5.11e-05,9.26e-05,0.001643032,0.651,101.019,174000.0,21373781.0,124695.0,13586190.0,11779,8,38.0,0,2.0,1
8,0.586376253,1.0,-3.592,,0.030707261,0.0,0.000221445,0.766,98.02,202357.0,389769.0,6956.0,1795056.0,11780,2,56.0,1,1.0,1
4,0.474552,0.0,-5.185,0.167,0.005359375,0.0,0.000318612,0.591,83.882,305714.0,3096201.0,73827.0,2245487.0,11781,10,85.0,1,,1
8,0.616295051,0.0,-3.994,0.0513,0.000647215,0.00508,0.002299968,0.821,,174316.0,1591404.0,23776.0,,11782,10,56.0,0,1.0,1
9,0.618470208,10.0,-3.353,0.0588,0.012977875,,0.021717639,0.59141952,100.015,135529.0,328115.0,8940.0,1559960.0,11783,7,23.0,1,1.0,1
8,0.350402625,8.0,-7.601,0.0508,0.000580094,,0.000287496,0.701,121.013,,1210257.0,562712.3438,3519880.0,11784,5,49.0,0,2.0,0
9,0.410846338,7.0,-5.173,0.0847,0.005088448,3.49e-06,0.035287552,0.45,98.0,200816.0,536121.0,11635.0,1292763.0,11785,2,39.0,0,1.0,0
8,0.367061696,8.0,,0.0684,,2.87e-05,0.109215352,0.567,93.98,209601.0,,,3839698.0,11786,6,,0,,0
6,0.315821241,7.0,-7.385,0.0393,5.33e-07,7.92e-05,0.001643032,0.593,91.019,203000.0,3495814.0,44216.0,,11787,4,44.0,0,1.0,0
5,0.154854153,,-5.452,0.0282,0.000669922,9.05e-06,0.001520875,0.0681,112.864,196188.0,100760388.0,1196347.0,422478408.0,11788,10,,0,2.0,1
7,0.290845335,9.0,-7.289,,3.4e-05,0.0,0.043243551,0.595,122.014,199263.0,77821707.56,712933.0,347076955.0,11789,2,2.0,0,2.0,1
5,0.470910952,0.0,-5.367,0.0376,0.000103162,0.0,0.003048625,0.816,90.01,189933.0,600915.0,5551.0,210525989.0,11790,6,69.0,1,,1
6,0.344472101,2.0,-6.188748205,0.0594,0.000195112,0.0,0.002048383,0.592,88.024,,77671294.96,14238.0,53902768.0,11791,3,34.0,0,1.0,1
9,0.175616,0.0,-6.685,0.0327,0.080178548,3.66e-05,0.003375,0.872,122.054,198001.0,7850060.0,113851.0,436019602.0,11792,2,,0,2.0,1
5,0.498677257,2.0,-6.0,0.157,0.001259712,0.0,0.001092727,0.542889075,111.907,193621.0,380933.0,6819.0,27917591.0,11793,4,56.0,1,1.0,1
6,0.272097792,8.0,-5.955,0.0373,0.025934336,0.0,0.001601613,0.543627515,102.111,174843.0,77671310.12,33908.0,15299199.0,11794,8,12.0,0,1.0,1
5,0.440711081,1.0,-2.557,0.0385,0.024293895,0.0,,0.472,,167308.0,1480376.0,22859.0,77412743.0,11795,6,67.0,1,1.0,0
6,,0.0,-6.189967924,0.0384,0.000291434,0.0,,0.782,120.031,138307.0,517451.0,11259.0,19125384.0,11796,8,23.0,0,,0
3,0.486093784,10.0,-4.087,0.0318,6.75e-07,0.0,9.17e-05,0.878,89.993,172893.0,4661458.0,33516.0,101638175.0,11797,5,18.0,0,2.0,0
4,0.967361669,10.0,-4.225,0.0434,3.37e-06,0.357,0.006229504,0.0348,126.002,158095.0,17640685.0,333149.0,286514811.0,11798,0,67.0,0,1.0,1
5,0.281011375,7.0,-6.766,0.024,8e-06,0.00816,0.001092727,0.555,127.001,230946.0,77675136.91,209375.0,84845480.0,11799,7,,1,,1
4,0.561515625,7.0,-4.451,0.0447,0.000139798,,,0.467,126.956,,20453542.0,225697.0,10878099.0,11800,10,11.0,0,1.0,1
2,0.483736625,0.0,-7.816,,3.25e-05,0.000373,0.060236288,0.225,122.935,184784.0,3150189.0,39676.0,64807738.0,11801,5,86.0,1,1.0,1
2,0.354894912,10.0,-10.38,0.0392,6.86e-12,0.0319,0.008,0.0345,122.917,208537.0,77710237.96,453717.0,38615779.0,11802,10,42.0,0,1.0,0
5,0.363994344,5.0,-6.186606899,0.131,2.59e-05,0.0177,0.017373979,0.225,128.026,184888.0,158291.0,2555.0,5986158.0,11803,6,72.0,1,1.0,1
5,0.262144,7.0,-6.801,0.0269,2.46e-06,0.0511,0.001092727,0.51,127.011,398663.0,27354472.0,209375.0,11460948.0,11804,8,32.0,1,1.0,1
4,0.970299,10.0,-4.49,0.042,0.040741547,,0.001030301,0.0343,126.007,180954.0,17640685.0,562716.5294,5235354.0,11805,2,45.0,1,1.0,1
7,0.605495736,9.0,-3.425,0.0489,0.004574296,1.74e-06,0.012977875,0.604,98.026,,89849389.0,873207.0,381634599.0,11806,8,41.0,0,,1
7,0.225866529,,-5.934,0.0369,7.41e-05,2.78e-06,0.015625,0.266,99.971,166796.0,22199711.0,155605.0,45034338.0,11807,2,26.0,1,1.0,1
8,0.620650477,10.0,-6.393952322,,0.016003008,5.64e-06,0.000410172,0.948,,96000.0,4828208.0,91256.0,6762570.0,11808,6,86.0,1,1.0,1
5,0.385828352,,-5.129,0.0921,7.73e-05,3.08e-05,,0.524,98.089,145891.0,9690932.0,205702.0,28103609.0,11809,8,54.0,1,,0
3,0.304821217,0.0,-4.421,,0.000452985,0.0,0.064,0.621,,171817.0,19230648.0,186924.0,134875164.0,11810,3,80.0,0,2.0,1
6,0.192100033,1.0,-9.367,0.0436,2.34e-05,0.0,0.004492125,0.387,115.021,,574142747.0,2624993.0,105713072.0,11811,2,35.0,1,1.0,0
6,0.175616,9.0,-7.132,0.129,0.000298078,,0.001367631,0.411,163.043,230520.0,786280868.0,902092.1789,,11812,8,90.0,1,2.0,1
9,0.460099648,10.0,-4.737,0.195,0.006644672,0.00181,0.000616295,0.589,,164765.0,248119566.0,1120477.0,,11813,8,69.0,0,1.0,1
7,0.165469149,8.0,-6.147,0.178,2.46e-06,0.0,0.001404928,0.345,,,257527842.0,1291261.0,113413252.0,11814,6,90.0,1,1.0,1
6,0.435647607,10.0,-4.799,0.0923,6.94e-05,0.0,0.001560896,0.28,160.095,180000.0,63638433.0,562907.9144,76002736.0,11815,3,40.0,0,1.0,0
6,0.049836032,2.0,-11.80723013,0.056,0.582182875,0.00016,0.002460375,0.451,90.011,173428.0,4043499.0,83255.0,32975824.0,11816,2,65.0,0,1.0,1
6,0.230346397,10.0,-6.962923103,0.0408,0.057066625,,0.000697864,0.527576547,88.084,191250.0,,,132744592.0,11817,0,23.0,0,1.0,1
7,0.228099131,,-7.034,0.101,0.093576664,0.000922,0.002352637,0.411,149.967,172245.0,47921365.0,2514341.0,212852163.0,11818,8,55.0,1,2.0,1
1,0.389017,6.0,-3.916,0.17,0.005832,0.0,0.001643032,0.39,,,78167841.79,1063708.0,64197276.0,11819,7,80.0,1,1.0,1
4,0.119823157,5.0,-7.727,0.0338,0.105103028,0.0,,0.515953556,81.019,223847.0,64845537.0,841362.0,,11820,6,18.0,0,,1
7,0.627222016,10.0,-2.2,0.0929,0.000567664,0.0,0.033698267,0.771,145.034,177670.0,16569808.0,300491.0,234392362.0,11821,6,23.0,1,1.0,1
2,0.590589719,2.0,-2.951,0.053,0.000340068,0.0,,0.576,155.002,,77671296.85,19487.0,6456153.0,11822,8,,1,1.0,1
5,0.467288576,6.0,-7.088,0.0493,1.73e-06,2.1e-06,0.020123648,0.336,114.044,192107.0,77674087.8,188244.0,55685184.0,11823,10,23.0,0,2.0,1
0,0.206080572,7.0,-9.276,0.0349,0.862801408,0.0,0.000846591,0.436,89.948,158743.0,4043499.0,83255.0,2889696.0,11824,10,35.0,0,1.0,1
6,0.290117528,7.0,-5.861,0.0773,0.003442951,,,0.365,90.054,205333.0,33060366.0,562739.8554,122204461.0,11825,4,37.0,0,1.0,0
8,0.62048698,6.0,-2.436,0.0464,0.023931958,0.0,0.007301384,0.728,129.96,165231.0,32239872.0,213203.0,64609828.0,11826,0,86.0,1,1.0,0
7,0.460099648,4.0,-3.853,0.0383,5.93e-05,,0.001061208,0.923,117.941,222349.0,23420627.0,562722.1344,,11827,10,,0,1.0,1
7,0.458314011,10.0,-5.403,,0.061162984,0.0,0.024897088,0.954,121.968,167313.0,92930431.0,563319.3751,113157799.0,11828,9,74.0,1,1.0,1
1,0.359425431,1.0,-5.141,0.0714,0.001520875,0.0,0.000191103,0.585,73.95,172892.0,1240684.0,28953.0,1545145.0,11829,7,90.0,0,1.0,1
6,0.425259008,5.0,-4.681,0.0281,0.000707348,0.0,0.011697083,0.633,120.031,,28114787.0,562729.2724,39239968.0,11830,10,27.0,1,1.0,1
8,0.766060875,10.0,-2.48,0.0809,0.000240642,0.0,0.014526784,0.732,121.948,194262.0,121304681.0,592224.0,74252208.0,11831,2,74.0,1,1.0,1
8,0.332812557,,-4.98,0.0639,0.000533412,0.0,0.000354895,0.624,123.923,174291.0,83054273.0,315177.0,119750160.0,11832,2,8.0,1,2.0,1
5,0.389017,,-5.829,0.0638,0.000695506,0.0,0.009393931,0.774,135.102,217038.0,1679063.0,28194.0,3706731.0,11833,0,46.0,1,2.0,0
7,0.400315553,6.0,-3.175,0.0511,0.000195112,0.0,0.005177717,0.705,129.941,165231.0,21535139.0,101840.0,15894941.0,11834,0,39.0,1,1.0,1
8,0.259694072,8.0,-5.342,0.0622,0.053714226,0.0,0.001124864,0.591,124.039,174291.0,266332117.0,849446.0,153695658.0,11835,2,18.0,1,2.0,1
9,0.523055177,2.0,-3.601,0.108,0.023393656,8.27e-05,,0.586333936,90.98,,52789030.0,562824.106,479802555.0,11836,7,,1,2.0,1
7,0.278445077,7.0,-5.095,0.0611,0.000841232,0.0,0.056181887,0.379,123.084,179746.0,20957081.0,216630.0,154912230.0,11837,6,63.0,1,,1
6,0.468318998,0.0,-4.331,0.0347,0.000140608,2.47e-05,0.048228544,0.322,106.971,230880.0,9795203.0,214211.0,201116441.0,11838,6,44.0,1,1.0,0
9,0.290117528,5.0,-6.179,0.0407,0.142236648,,0.002744,0.718,115.999,166223.0,77671293.76,3057.0,21556828.0,11839,8,74.0,0,1.0,1
7,0.370146232,4.0,-7.149,0.0376,1.23e-06,0.0102,0.035937,0.206,122.993,176098.0,105958.0,2297.0,55745330.0,11840,5,,0,1.0,0
6,,2.0,-6.345370337,0.0387,0.012326391,1.42e-05,0.000368602,0.537294586,101.981,186569.0,4841595.0,92031.0,39493685.0,11841,5,12.0,1,1.0,1
1,0.614125,10.0,-4.417,0.0771,0.125751501,6.59e-06,0.008365427,0.109,,206727.0,2122860.0,562712.3497,71283395.0,11842,8,80.0,0,2.0,1
3,0.109902239,2.0,-8.257,0.0754,0.033386248,1.5e-05,0.003375,0.177,142.792,217947.0,1769402.0,562712.3467,33315156.0,11843,2,,0,2.0,1
6,0.306182024,5.0,-4.449,0.0723,0.006331625,0.0,0.000260917,0.378,95.972,160998.0,2032108.0,21973.0,49733613.0,11844,4,75.0,1,1.0,1
7,0.33167398,1.0,-6.501,0.0587,4.98e-08,0.0,0.000907039,0.193,122.022,236147.0,154293889.0,1208000.0,194608415.0,11845,2,13.0,1,2.0,1
2,0.29104166,2.0,-7.285,,0.051895117,,0.001481544,0.389,121.524,,1708647.0,64271.0,8015797.0,11846,8,48.0,1,2.0,1
7,0.092959677,8.0,-8.264,0.0602,0.070444997,0.0,0.001124864,0.335,115.002,217387.0,78538558.5,1282644.0,169924949.0,11847,3,33.0,1,2.0,1
2,0.170031464,4.0,-9.858,0.0697,0.000148877,0.0,,0.152,127.081,259918.0,12701717.0,134684.0,72692361.0,11848,5,23.0,0,2.0,0
4,0.103161709,7.0,-7.54,0.0543,0.065939264,0.0,0.006859,0.481,131.554,,1146109.0,46030.0,2350834.0,11849,2,,1,2.0,1
8,0.298077632,,,0.093,,0.0,,0.372,,173054.0,77923062.72,847144.0,100127650.0,11850,0,39.0,1,1.0,1
8,0.105154048,,-6.64263615,0.0656,0.034328125,5.83e-06,0.021024576,0.53257466,115.055,218697.0,42832057.0,245657.0,60604032.0,11851,6,8.0,0,2.0,0
6,0.188132517,10.0,-7.652,,2.86e-06,0.0,,0.457,,185893.0,45293323.0,365121.0,64343275.0,11852,10,39.0,1,1.0,1
7,0.098611128,2.0,-8.034,,0.113088167,0.0,0.037933056,0.51137786,125.885,,137331.0,3645.0,1103750.0,11853,2,13.0,1,,1
2,0.242970624,6.0,-5.977,0.16,1.16e-06,0.0,0.001061208,0.575,196.059,183933.0,77679398.08,268585.0,,11854,6,94.0,1,2.0,1
1,0.300763,8.0,-6.233691291,,0.003723875,0.0,,0.395,126.142,296400.0,85928372.0,583286.0,70254889.0,11855,8,90.0,1,2.0,1
1,0.148035889,,-9.224,0.0324,0.146453802,0.0,0.001295029,0.395,,299366.0,11084084.0,106471.0,88524307.0,11856,10,23.0,1,2.0,1
1,0.649461896,1.0,-4.431,0.04,0.039963546,0.0,0.002406104,0.570226027,81.972,,49990672.0,430011.0,77066772.0,11857,10,32.0,0,2.0,1
1,0.226981,,-7.988,0.0379,0.111874313,0.000102,0.000616295,0.51206067,148.005,373691.0,25831882.0,215121.0,90973194.0,11858,8,58.0,1,2.0,1
0,0.015625,4.0,-10.648,0.0314,0.340068392,1.46e-05,0.001331,0.11,129.82,385053.0,91147521.0,340103.0,87616826.0,11859,9,37.0,0,2.0,1
1,0.557441767,1.0,-4.889,0.0434,9.56e-07,0.0,0.001092727,0.517,163.997,244040.0,49990672.0,430011.0,34435967.0,11860,6,34.0,1,,1
0,0.001685159,6.0,-11.513,0.0392,0.865523177,1.97e-06,0.000970299,0.183,110.424,456480.0,85928372.0,583286.0,18869943.0,11861,10,18.0,1,2.0,0
0,0.035937,5.0,-11.229,,0.001191016,0.000103,0.000189119,0.171,140.293,318120.0,248810.0,8783.0,,11862,4,39.0,0,1.0,1
0,0.254840104,10.0,-7.168,0.0344,8.87e-06,7.52e-05,0.324242703,0.172,143.992,,14200281.0,562714.5272,24832337.0,11863,6,76.0,1,,1
0,0.224755712,1.0,-6.189755042,0.0309,0.000274625,0.0,0.079507,0.539799772,144.004,515387.0,5719552.0,46407.0,27899588.0,11864,7,,1,2.0,1
0,0.327082769,6.0,-4.711,0.243,0.000142237,0.0,,0.565077401,193.259,181661.0,77676683.27,234391.0,91654337.0,11865,10,18.0,1,2.0,1
9,0.460099648,7.0,-5.923,0.105,5.74e-06,0.0,0.233744896,0.316,113.958,170526.0,2772025.0,35465.0,13066573.0,11866,10,,1,2.0,0
6,0.458314011,4.0,-6.634,0.0842,0.164566592,0.0,0.034012224,0.471,106.013,188889.0,9650323.0,562713.0285,22682570.0,11867,5,39.0,0,2.0,1
5,0.274625,6.0,-7.866,0.197,0.222545016,0.0,0.004251528,0.402,95.121,165722.0,6026028.0,562712.5095,19869088.0,11868,0,60.0,1,2.0,1
3,0.410172407,1.0,-6.696,0.0423,0.080422889,0.0,0.003307949,0.0618,103.094,265455.0,3913428.0,32531.0,28784827.0,11869,5,69.0,0,,0
4,0.355088703,10.0,-6.084,0.233,0.067486908,,,0.737,120.255,152000.0,1307500.0,562712.3441,7983023.0,11870,2,,1,2.0,1
3,0.232608375,3.0,-6.186293401,0.0411,1.16e-06,,0.000679151,0.539855783,120.005,,12953897.0,51788.0,28861952.0,11871,2,,1,2.0,1
